0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
PROBABILITY,EXP,JOINT_HISTORY,TIE,YEAR,ROUNDS,STAGE,NO_SYN,L_HISTORY_INV_NO,L_VC_TYPE,L_CAPITAL,L_VC_AGE,L_AVG_INVEST,L_EXIT_NO,CLUSTER,LOC,F_HISINV_NO,F_VC_TYPE,F_CAPITAL,F_VC_AGE,F_AVG_INVEST
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,43,0,6.480765343,2.079441547,0.785691023
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,1,19,1,5.111987591,2.079441547,1.102237344
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,1,45,0,6.217224598,2.944438934,0.774442017
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,1,11,0,2.884241819,0,0.174474478
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,1,35,1,9.90353775,0,1.473273516
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,50,0,0,0,1.047328949
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,103,1,7.424761772,0.693147182,1.047328949
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,16,0,6.320174694,0,1.683482528
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,13,1,0,2.77258873,1.647859812
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,1,66,1,2.901970863,0,0
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,31,0,3.876810312,0,0.405981839
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,43,1,0,0,0.160376951
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,38,0,5.539536476,1.945910096,0.785691023
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,14,1,5.017279625,0,0
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,12,0,5.678840637,0,0.239038274
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,29,0,0,2.397895336,1.07700038
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,1,112,1,7.313886642,2.708050251,0.750668108
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,118,1,7.994689465,0.693147182,0.514585257
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,1,84,1,6.278070927,0,0.181363478
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,13,1,7.601402283,2.890371799,0.774442017
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,31,0,6.166320801,1.791759491,1.002956986
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,25,0,3.813527822,0,0
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,1,12,0,4.385022163,2.197224617,0.824584961
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,1,13,0,3.94468379,2.197224617,0.871829569
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,18,0,4.514698505,2.197224617,1.07700038
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,21,1,0,1.945910096,1.071032763
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,13,0,0,1.945910096,0.963695765
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,1,13,0,6.516902924,1.791759491,0.785691023
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,1,13,0,5.825232983,1.386294365,0.770117879
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,29,1,5.993961334,0,0
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,33,0,0,0,0.736475766
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,53,1,9.210440636,0.693147182,1.473669648
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,1,22,0,0,2.079441547,0.828216672
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,162,0,6.703592777,0,0.785691023
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,0,1,13,0,5.825232983,2.397895336,0.831805527
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,1,27,0,4.913389683,0,1.683482528
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,1,64,1,7.745868206,2.079441547,1.029049277
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,0,25,0,0,2.079441547,0.680345416
0,0,0,0,2009,0,0,2,3,0,1.378870487,2.079441547,0.220628455,3,1,1,19,0,3.411147594,0,0.785691023
1,0,1,0,2006,0,0,2,34,1,1.740550399,2.484906673,0.433290571,7,1,1,34,1,4.709530354,2.484906673,0.964448631
1,0,1,1,2010,0,1,5,49,0,2.033100367,0,1.058134198,1,1,1,41,0,3.513632774,0,1.683482528
1,0,1,0,2010,0,1,5,49,0,2.033100367,0,1.058134198,1,1,0,4,0,1.695615649,0,1.058134198
1,1,1,0,2010,0,1,5,49,0,2.033100367,0,1.058134198,1,1,0,8,0,0,0,0
1,0,1,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,106,1,12.40591049,0.693147182,1.57447505
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,22,0,0,0,1.289554715
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,50,1,6.908754826,1.945910096,1.092721581
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,51,1,5.071918488,0,0
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,0,1,15,0,3.06898284,2.397895336,0.831805527
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,11,0,6.096117496,0.693147182,-0.619962633
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,14,0,5.33281517,2.77258873,0.774442017
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,42,0,4.59228754,1.386294365,0.869741678
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,15,0,7.43230629,0,0.728313327
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,132,0,9.18737793,2.484906673,0.668679178
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,83,1,0,0.693147182,1.071032763
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,29,1,8.476579666,2.564949274,0.91163975
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,14,0,4.307302952,1.791759491,0.785691023
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,21,1,5.170484066,1.945910096,0.981925607
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,12,1,0,2.995732307,1.008767486
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,18,0,3.909219027,1.945910096,-0.35825491
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,45,1,7.650168896,2.890371799,0.964448631
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,16,1,4.615120411,1.609437943,0.714812815
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,34,1,5.789134026,1.945910096,1.092721581
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,28,1,7.378383636,0,0
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,32,0,5.566778183,2.397895336,0.514585257
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,18,0,5.001997948,2.079441547,0.963695765
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,100,1,5.942799568,0,1.182905674
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,20,0,0,2.484906673,1.00684464
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,24,0,0,0,0.882052481
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,60,0,5.789134026,2.079441547,0.905218482
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,24,1,6.908754826,2.890371799,1.32290113
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,12,1,8.12533474,0,1.182905674
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,60,1,6.621405602,2.397895336,1.029049277
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,51,0,0,2.197224617,0.925797403
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,101,0,0,1.609437943,0.214318246
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,12,0,4.447814465,2.302585125,0.824584961
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,14,1,5.017279625,3.401197433,1.099105477
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,28,1,0,0,0.107354343
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,82,1,0,1.609437943,0.6503914
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,129,1,6.21660614,2.484906673,0.907067835
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,11,0,3.94468379,0,1.130366206
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,24,0,6.598372936,0,0.660672188
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,14,1,0,2.564949274,1.029049277
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,15,1,0,1.386294365,0.714812815
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,96,0,7.396126747,2.197224617,0.596286476
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,158,1,7.024186134,0,1.683482528
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,31,0,4.717873573,0,0
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,32,0,8.137746811,1.945910096,0.785691023
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,142,1,0,0,-0.35825491
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,27,1,8.434028625,1.386294365,0.928375304
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,490,1,8.389587402,2.484906673,0.907067835
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,18,0,4.745018959,0,1.553167224
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,39,1,7.601402283,2.77258873,1.671051145
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,127,1,6.822197437,2.302585125,1.048429966
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,18,1,6.660574913,1.791759491,1.137404203
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,23,1,5.442417622,0,0
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,101,1,7.783640385,4.060442924,1.362604618
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,15,0,5.280356884,0.693147182,-0.681804419
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,17,0,4.401339054,0,-0.177356616
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,49,1,7.170888424,0,0
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,0,1,16,0,4.994370461,2.484906673,0.831805527
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,12,1,4.376008511,2.079441547,1.285956025
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,25,0,5.229824543,1.945910096,0.6397928
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,15,0,0,0,0
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,14,0,4.537640572,0,-0.48721081
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,25,1,3.828641415,0,0
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,22,0,6.885714054,0,-0.177356616
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,12,1,0,2.564949274,0.514585257
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,19,0,4.227563381,0,0.824584961
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,18,0,0,3.044522524,1.029049277
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,51,1,8.06165123,2.708050251,1.008767486
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,0,0,19,0,0,0,0
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,15,0,0,2.484906673,0.668679178
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,16,0,0,0.693147182,0.194835737
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,48,1,8.33782959,2.833213329,0.774442017
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,52,1,8.853808403,0,0.706083953
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,23,0,0,0,1.047328949
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,189,1,7.175512791,1.791759491,0.925797403
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,46,1,5.638354778,2.639057398,1.043997526
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,29,1,6.908754826,2.564949274,1.029049277
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,27,0,5.071918488,2.079441547,1.002956986
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,87,1,0,0,0
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,23,0,5.09907341,1.386294365,0.895789683
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,45,0,8.137746811,2.564949274,1.288361788
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,15,1,3.713572025,0,0
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,33,1,0,0.693147182,0.871829569
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,12,1,0,2.397895336,1.029049277
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,11,0,6.703592777,2.397895336,1.002956986
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,18,1,6.22971344,0,0.984033704
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,0,1,17,0,0,2.484906673,0.425678283
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,38,0,7.012412548,2.639057398,0.750668108
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,76,1,0,1.945910096,0.981925607
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,11,0,2.824350595,0,0.70960325
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,20,0,5.529865265,0,0.174474478
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,57,1,6.908754826,2.639057398,0.91163975
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,92,0,6.703592777,2.639057398,0.825800359
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,112,1,8.853808403,0,1.182905674
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,11,0,6.703592777,5.062594891,1.461402297
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,15,0,5.761894226,2.302585125,0.915245533
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,29,1,6.21660614,3.135494232,0.907067835
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,59,0,7.067865372,0,0.76720196
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,32,0,0,0,1.047328949
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,54,1,6.634633541,1.945910096,1.092721581
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,21,1,6.21660614,0,0
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,62,1,6.166320801,2.197224617,1.008767486
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,138,1,0,2.079441547,1.029049277
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,30,0,6.516902924,1.945910096,0.626629829
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,12,0,3.813527822,0.693147182,0.603524268
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,34,1,4.709530354,2.484906673,0.964448631
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,11,0,5.789134026,2.079441547,0.785691023
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,13,1,5.369428158,0,1.285350442
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,0,1,19,0,5.183523655,2.302585125,-0.087064043
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,49,0,6.63903904,1.098612309,0.728313327
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,11,0,4.994370461,2.397895336,1.07700038
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,39,1,4.54859972,1.386294365,0.984033704
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,70,1,9.210440636,1.945910096,1.100899935
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,30,1,0,0,0.70960325
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,47,0,6.676302433,2.302585125,1.154153228
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,27,1,9.210440636,2.564949274,1.029049277
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,172,1,7.003973961,0.693147182,1.071032763
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,157,1,7.578682423,0,0
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,112,1,6.908754826,3.583518982,0.738083899
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,82,0,5.360023975,2.197224617,0.785691023
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,12,0,3.270709038,2.197224617,1.094103336
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,20,1,6.042633057,0,1.076015472
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,94,0,6.569102764,0,1.073536277
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,39,1,5.081404209,0,0
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,12,0,6.703592777,0,0.578802824
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,42,0,0,1.098612309,1.153793335
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,14,0,6.453467369,0,0.87698549
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,29,0,6.480765343,0.693147182,0.837694108
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,30,0,7.075884819,1.098612309,0.785691023
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,39,0,5.789134026,2.197224617,0.963695765
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,87,0,0,1.386294365,0.728313327
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,76,1,7.601402283,2.890371799,1.32290113
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,20,1,7.901377201,2.995732307,0.907067835
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,43,1,6.908754826,2.890371799,1.32290113
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,14,0,5.789134026,1.791759491,0.785691023
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,14,1,7.741098881,2.564949274,1.029049277
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,99,1,5.707110405,2.77258873,0.91163975
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,0,1,11,0,2.758109331,1.098612309,0.849137247
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,19,1,5.09907341,2.302585125,0.824584961
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,14,0,5.761894226,2.197224617,0.785691023
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,0,0,24,1,5.396033764,1.098612309,0.273692727
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,129,1,6.78599453,0.693147182,0.714812815
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,14,0,3.730980635,1.386294365,0.837694108
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,31,0,4.321480274,1.609437943,0.588898063
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,11,0,0,0.693147182,0.532448649
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,13,0,3.54875493,0,0.785691023
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,13,0,0,0,0.706083953
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,42,0,0,2.197224617,-0.03093273
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,20,0,4.877408504,2.302585125,1.002956986
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,568,1,8.088970184,0.693147182,0.462341011
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,75,0,6.676302433,0.693147182,0.320949852
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,22,0,7.991324902,2.197224617,0.905218482
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,11,1,5.673323154,1.945910096,1.153793335
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,74,1,7.069874287,2.079441547,1.07700038
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,18,0,0,2.197224617,0.340368301
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,11,0,0,0,0.462341011
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,18,0,0,2.079441547,0.785691023
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,22,0,5.09907341,2.708050251,0.635460496
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,11,0,0,3.044522524,0.91163975
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,16,0,0,0,0.69893086
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,39,0,0,0,0
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,0,1,17,0,0,2.197224617,-0.087064043
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,26,0,6.587550163,1.609437943,1.021852374
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,21,0,5.280356884,0,1.130366206
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,17,1,0,2.079441547,1.285956025
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,11,0,2.212660313,1.791759491,0.785691023
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,23,0,5.071918488,2.197224617,-0.03093273
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,17,0,5.761894226,0,0
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,15,1,9.210440636,1.945910096,1.3234092
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,19,0,0,0.693147182,0
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,60,0,5.627153397,0,0.706083953
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,16,0,0,2.708050251,0.279208899
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,14,1,8.006700516,2.397895336,0.433290571
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,99,1,11.95761776,2.302585125,1.008767486
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,49,0,6.13608408,2.890371799,1.029049277
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,31,1,7.730082512,1.386294365,1.153793335
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,41,0,5.761894226,1.791759491,0.626629829
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,215,1,7.801391125,0,0.785691023
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,150,1,6.93117857,0.693147182,1.182905674
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,39,1,9.51789856,2.708050251,0.964448631
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,29,0,5.547284603,0,0.787069201
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,68,0,0,0,0.340368301
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,41,0,3.513632774,0,1.683482528
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,12,0,0,1.098612309,1.285956025
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,0,0,18,0,0,1.945910096,0.695295691
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,42,1,8.389587402,2.197224617,1.182905674
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,99,0,6.166320801,0,0.785691023
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,14,1,4.875197411,3.401197433,1.099105477
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,225,1,7.631038666,0.693147182,1.64953196
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,68,0,7.368819237,0,0
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,26,1,8.389587402,1.791759491,1.182905674
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,55,1,0,1.791759491,0.785691023
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,29,0,5.789134026,0,0
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,46,1,5.525453091,3.433987141,1.603933454
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,0,19,1,0,0.693147182,0.598715544
0,0,0,0,2008,1,1,3,4,1,0,0,1.100899935,1,1,1,16,0,5.135033607,1.945910096,0.785691023
